חותמת זמן,מגדר,גיל,רמת ההשכלה,מגורים ,מהו הלאום אלו אתה משתייכ/ת,מהי רמת אמונתך,מהו המצב המשפחתי הנוכחי שלך ,מספר ילדים הנוכחי,מהו מצב התעסוקתי הנוכחי שלך ,בכמה מקומות עבודה שונים הועסקת בעשר השנים האחרונות,האם ביצעת שינוי תעסוקתי במהלך שנות עבודתך,איזו מהאפשרויות הבאות מתארות את מצב תעסוקתך לפני השינוי התעסוקתי ,לפני ביצוע השינוי התעסוקתי כמה שנים עסקת ברצף במקצועך הקודם,מה היה מצבך המשפחתי לפני השינוי התעסוקתי,מספר ילדים  לפני השינוי התעסקותי,מה היו הגורמים לשינוי התעסוקתי  (ניתן לסמן 2 תשובות עיקריות),באיזה גיל ביצעת את השינוי התעסוקתי ,האם השינוי התבצע בתוך הארגון או מחוצה לו ,האם השינוי התעסוקתי הוא לתחום אחר במהותו או באותו תחום בתפקיד אחר? ,האם לביצוע השינוי הזדקקת להכשרה כלשהיא במידה וכן לאיזו הכשרה  ,מה הייתה מידת התמיכה המשפחתית בשינוי ,מהי מידת שביעות הרצון שלך מהשינוי התעסוקתי ,האם בעקבות השינוי התעסוקתי אתה מרגיש בטחון תעסוקתי יותר מלפניו,האם רמת החיים שלך השתנתה בעקבות השינוי ,בכמה השתנתה הכנסתך בעקבות השינוי התעסוקתי ,האם את/ה רוצה בעתיד לעשות שינוי תעסוקתי ,מהם החסמים  שמונעים ממך לעשות את השינוי כעת (ניתן לסמן 2 תשובות עיקריות),,
,נקבה,60-67,תואר ראשון,אזור שפלה,יהודי,חילוני,נשוי/אה / בזוגיות,3,שכיר משרה מלאה,1,לא,,,,,,,,,,,,,,,לא,אין,,
,זכר,35-43,לימודי תעודה,אזור הדרום,יהודי,חילוני,אלמן/ה,3,שכיר משרה מלאה,1,כן,עבודה במשרה מלאה,10-15,נשוי/נשואה / בזוגיות,3,"אתגר, שחיקה, מצב בריאותי",35-43,בתוך הארגון,תחום אחר אך באותו ענף,קורס / הכשרה מקצועית,במידה רבה מאוד,מרוצה מאוד,במידה רבה מאוד,ירדה,ירדה,,,,
,זכר,50-59,לימודי תעודה,אזור השרון,יהודי,חילוני,גרוש/ה / פרוד/ה,3,שכיר משרה מלאה,2,לא,,,,,,,,,,,,,,,כן,מניעים כלכליים,,
,זכר,50-59,השכלה תיכונית ומטה,אזור שפלה,יהודי,דתי,נשוי/אה / בזוגיות,4,שכיר משרה מלאה,2,כן,עבודה במשרה מלאה,5-10,גרוש/ה / פרוד/ה,3,מניעים כלכליים,35-43,מחוץ לארגון,אותו תחום תפקיד ניהולי,חפיפה,במידה רבה,מרוצה מאוד,במידה רבה מאוד,עלתה,במידה רבה (בין 20%-30%),,,,
,זכר,44-49,תואר שני ומעלה,אזור שפלה,יהודי,חילוני,נשוי/אה / בזוגיות,4,שכיר משרה מלאה,1,לא,,,,,,,,,,,,,,,לא,זמן,,
,נקבה,24-34,סטודנט/ית,חיפה צפון,יהודי,חילוני,נשוי/אה / בזוגיות,0,"אבטלה זמנית / חל""ת (בין עבודות )",4,כן,עבודה במשרה מלאה,1-5,רווק/ה,0,מימוש פוטנציאל,24-34,מחוץ לארגון,תחום אחר אך באותו ענף,לא נדרשתי,במידה רבה מאוד,לא מרוצה,במידה פחותה,נשארה כפי שהייתה,לא השתנתה,,,,
,נקבה,50-59,לימודי תעודה,אזור הדרום,יהודי,חילוני,נשוי/אה / בזוגיות,2,שכיר משרה מלאה,2,לא,,,,,,,,,,,,,,,לא,"זמן, אין",,
,נקבה,24-34,תואר ראשון,אזור הדרום,יהודי,מסורתי,רווק/ה,0,שכיר משרה חלקית,2,כן,עבודה במשרה חלקית,1-5,רווק/ה,0,אתגר,24-34,בתוך הארגון,אותו תחום תפקיד אחר,חפיפה,במידה רבה,מרוצה,במידה רבה,עלתה,לא השתנתה,,,,
,נקבה,24-34,תואר ראשון,אזור הדרום,יהודי,חילוני,נשוי/אה / בזוגיות,1,"אבטלה זמנית / חל""ת (בין עבודות )",4,כן,עבודה במשרה מלאה,1-5,רווק/ה,0,שחיקה,24-34,מחוץ לארגון,תחום אחר לגמרי,חפיפה,במידה רבה,מרוצה,במידה פחותה,ירדה,ירדה,,,,
,נקבה,44-49,תואר ראשון,אזור שפלה,יהודי,חילוני,רווק/ה,0,שכיר משרה מלאה,3,כן,עבודה במשרה מלאה,10-15,רווק/ה,0,שחיקה,24-34,מחוץ לארגון,תחום אחר לגמרי,תואר,במידה רבה מאוד,מרוצה,במידה רבה מאוד,ירדה,במידה רבה (בין 20%-30%),,,,
,נקבה,44-49,תואר שני ומעלה,תל אביב וגוש דן,יהודי,מסורתי,גרוש/ה / פרוד/ה,2,שכיר משרה מלאה,1,כן,עבודה במשרה מלאה,15 ויותר,גרוש/ה / פרוד/ה,2,מניעים כלכליים,44-49,בתוך הארגון,תחום אחר לגמרי,חפיפה,במידה רבה,מרוצה,באותה מידה,עלתה,במידה סבירה (בין 10%-20%),,,,
,נקבה,50-59,תואר ראשון,אזור הדרום,יהודי,חילוני,נשוי/אה / בזוגיות,3,עצמאי,1,כן,עבודה במשרה מלאה,1-5,נשוי/נשואה / בזוגיות,2,"מניעים כלכליים, מימוש פוטנציאל",24-34,מחוץ לארגון,תחום אחר לגמרי,קורס / הכשרה מקצועית,במידה רבה מאוד,מרוצה מאוד,במידה פחותה,נשארה כפי שהייתה,ירדה,,,,
,זכר,67 ומעלה,תואר ראשון,תל אביב וגוש דן,יהודי,חילוני,נשוי/אה / בזוגיות,3,עצמאי,1,כן,עבודה במשרה מלאה,1-5,נשוי/נשואה / בזוגיות,2,"אתגר, מימוש פוטנציאל",35-43,בתוך הארגון,תחום אחר לגמרי,חפיפה,במידה סבירה,מרוצה,באותה מידה,נשארה כפי שהייתה,במידה סבירה (בין 10%-20%),,,,
,נקבה,50-59,תואר ראשון,אזור הדרום,יהודי,מסורתי,נשוי/אה / בזוגיות,4,"אבטלה זמנית / חל""ת (בין עבודות )",3,כן,עבודה במשרה מלאה,1-5,נשוי/נשואה / בזוגיות,4,מניעים כלכליים,50-59,מחוץ לארגון,תחום אחר לגמרי,לא נדרשתי,במידה רבה מאוד,מרוצה מאוד,במידה רבה,עלתה,במידה רבה מאוד (מעל 40%),,,,
,נקבה,44-49,לימודי תעודה,ירושלים והסביבה,יהודי,מסורתי,גרוש/ה / פרוד/ה,4,שכיר משרה מלאה,1,לא,,,,,,,,,,,,,,,לא,אין,,
,נקבה,24-34,סטודנט/ית,אזור הדרום,יהודי,מסורתי,נשוי/אה / בזוגיות,2,שכיר משרה מלאה,4,כן,עבודה במשרה מלאה,1-5,נשוי/נשואה / בזוגיות,2,אתגר,24-34,בתוך הארגון,תחום אחר לגמרי,חפיפה,במידה רבה מאוד,מרוצה,באותה מידה,נשארה כפי שהייתה,לא השתנתה,,,,
,נקבה,35-43,תואר ראשון,אזור שפלה,יהודי,מסורתי,נשוי/אה / בזוגיות,3,שכיר משרה חלקית,2,לא,,,,,,,,,,,,,,,כן,"מניעים כלכליים, העדר השכלה מתאימה, זמן, מוטיבציה, פחד משינוי",,
,זכר,35-43,תואר ראשון,חיפה צפון,יהודי,חילוני,נשוי/אה / בזוגיות,3,שכיר משרה מלאה,1,לא,,,,,,,,,,,,,,,כן,מניעים כלכליים,,
,נקבה,50-59,השכלה תיכונית ומטה,אזור הדרום,לא יהודי,מסורתי,נשוי/אה / בזוגיות,3,בבית - טיפול במשפחה,1,לא,,,,,,,,,,,,,,,לא בטוח /מתלבט,העדר השכלה מתאימה,,
,נקבה,44-49,תואר ראשון,תל אביב וגוש דן,יהודי,חילוני,נשוי/אה / בזוגיות,2,שכיר משרה חלקית,3,לא,,,,,,,,,,,,,,,כן,"זמן, מוטיבציה",,
,נקבה,35-43,תואר ראשון,ירושלים והסביבה,יהודי,חילוני,נשוי/אה / בזוגיות,4,שכיר משרה מלאה,1,כן,עבודה במשרה מלאה,5-10,נשוי/נשואה / בזוגיות,2,שחיקה,24-34,בתוך הארגון,תחום אחר אך באותו ענף,תואר,במידה רבה מאוד,מרוצה,באותה מידה,עלתה,במידה סבירה (בין 10%-20%),,,,
,נקבה,50-59,תואר שני ומעלה,חיפה צפון,יהודי,דתי,נשוי/אה / בזוגיות,4,שכיר משרה מלאה,1,כן,עבודה במשרה מלאה,1-5,נשוי/נשואה / בזוגיות,0,אתגר,24-34,מחוץ לארגון,תחום אחר לגמרי,קורס / הכשרה מקצועית,במידה רבה מאוד,מרוצה מאוד,במידה רבה מאוד,ירדה,במידה רבה מאוד (מעל 40%),,,,
,זכר,35-43,תואר ראשון,אזור הדרום,יהודי,דתי מאוד,נשוי/אה / בזוגיות,2,שכיר משרה מלאה,3,כן,עבודה במשרה חלקית,5-10,רווק/ה,0,"מניעים כלכליים, אתגר, מימוש פוטנציאל",24-34,מחוץ לארגון,תחום אחר לגמרי,תואר,במידה רבה מאוד,מרוצה מאוד,במידה רבה,עלתה,במידה רבה מאוד (מעל 40%),,,,
,זכר,67 ומעלה,לימודי תעודה,אזור הדרום,יהודי,חילוני,נשוי/אה / בזוגיות,3,בבית - טיפול במשפחה,3,כן,עבודה במשרה מלאה,1-5,רווק/ה,0,"מניעים כלכליים, אתגר, שחיקה, מימוש פוטנציאל",24-34,מחוץ לארגון,תחום אחר לגמרי,קורס / הכשרה מקצועית,במידה רבה מאוד,מרוצה מאוד,במידה רבה מאוד,עלתה,במידה רבה (בין 20%-30%),,,,
,נקבה,50-59,תואר שני ומעלה,חיפה צפון,יהודי,דתי,נשוי/אה / בזוגיות,4,שכיר משרה מלאה,1,לא,,,,,,,,,,,,,,,לא,אין,,
,נקבה,35-43,סטודנט/ית,אזור שפלה,יהודי,חילוני,נשוי/אה / בזוגיות,2,"אבטלה זמנית / חל""ת (בין עבודות )",3,כן,עבודה במשרה מלאה,5-10,נשוי/נשואה / בזוגיות,2,מניעים כלכליים,35-43,מחוץ לארגון,תחום אחר לגמרי,חפיפה,במידה רבה מאוד,מרוצה מאוד,במידה רבה,נשארה כפי שהייתה,במידה סבירה (בין 10%-20%),,,,
,נקבה,50-59,לימודי תעודה,תל אביב וגוש דן,יהודי,חילוני,גרוש/ה / פרוד/ה,3,שכיר משרה מלאה,2,לא,,,,,,,,,,,,,,,לא בטוח /מתלבט,מניעים כלכליים,,
,נקבה,44-49,תואר ראשון,אזור הדרום,יהודי,חילוני,גרוש/ה / פרוד/ה,3,עצמאי,1,לא,,,,,,,,,,,,,,,כן,מניעים כלכליים,,
,נקבה,24-34,תואר ראשון,חיפה צפון,יהודי,דתי,רווק/ה,0,שכיר משרה מלאה,2,לא,,,,,,,,,,,,,,,כן,"העדר השכלה מתאימה, זמן",,
,נקבה,44-49,תואר שני ומעלה,אזור הדרום,יהודי,חילוני,נשוי/אה / בזוגיות,3,שכיר משרה מלאה,4,לא,,,,,,,,,,,,,,,כן,"מניעים כלכליים, זמן, מוטיבציה",,
,זכר,35-43,השכלה תיכונית ומטה,ירושלים והסביבה,יהודי,חילוני,רווק/ה,0,שכיר משרה מלאה,2,כן,עבודה במשרה מלאה,1-5,רווק/ה,0,"מניעים כלכליים, שחיקה",24-34,מחוץ לארגון,תחום אחר לגמרי,קורס / הכשרה מקצועית,במידה רבה מאוד,מרוצה מאוד,במידה רבה מאוד,עלתה,במידה סבירה (בין 10%-20%),,,,
,זכר,50-59,תואר ראשון,אזור שפלה,יהודי,חילוני,נשוי/אה / בזוגיות,4,שכיר משרה מלאה,2,כן,עבודה במשרה מלאה,10-15,נשוי/נשואה / בזוגיות,4,"מניעים כלכליים, אתגר",44-49,מחוץ לארגון,תחום אחר אך באותו ענף,לא נדרשתי,במידה רבה מאוד,לא מרוצה,במידה פחותה,עלתה,במידה רבה מאוד (מעל 40%),,,,
,נקבה,60-67,תואר שני ומעלה,אזור הדרום,יהודי,מסורתי,אלמן/ה,3,"אבטלה זמנית / חל""ת (בין עבודות )",1,לא,,,,,,,,,,,,,,,לא בטוח /מתלבט,פחד משינוי,,
,נקבה,24-34,השכלה תיכונית ומטה,ירושלים והסביבה,יהודי,דתי מאוד,רווק/ה,0,שכיר משרה מלאה,3,כן,עבודה במשרה מלאה,1-5,רווק/ה,0,"מניעים כלכליים, אתגר",24-34,מחוץ לארגון,תחום אחר לגמרי,חפיפה,במידה רבה מאוד,מרוצה,באותה מידה,נשארה כפי שהייתה,לא השתנתה,,,,
,נקבה,35-43,תואר ראשון,אזור הדרום,יהודי,חילוני,נשוי/אה / בזוגיות,3,בבית - טיפול במשפחה,1,לא,,,,,,,,,,,,,,,כן,משפחה,,
,נקבה,50-59,תואר ראשון,ירושלים והסביבה,יהודי,חילוני,גרוש/ה / פרוד/ה,2,שכיר משרה מלאה,1,לא,,,,,,,,,,,,,,,לא בטוח /מתלבט,אין,,
,נקבה,44-49,תואר שני ומעלה,אזור שפלה,יהודי,דתי,נשוי/אה / בזוגיות,4,שכיר משרה מלאה,2,כן,עבודה במשרה מלאה,15 ויותר,נשוי/נשואה / בזוגיות,4,שחיקה,35-43,מחוץ לארגון,תחום אחר לגמרי,קורס / הכשרה מקצועית,במידה רבה מאוד,מרוצה מאוד,במידה רבה,נשארה כפי שהייתה,ירדה,,,,
,נקבה,24-34,סטודנט/ית,אזור שפלה,יהודי,מסורתי,נשוי/אה / בזוגיות,0,שכיר משרה חלקית,4,כן,עבודה במשרה מלאה,1-5,נשוי/נשואה / בזוגיות,0,"מניעים כלכליים, מימוש פוטנציאל",24-34,מחוץ לארגון,תחום אחר לגמרי,תואר,במידה רבה,מרוצה,במידה רבה,נשארה כפי שהייתה,ירדה,,,,
,נקבה,50-59,לימודי תעודה,אזור הדרום,יהודי,דתי,נשוי/אה / בזוגיות,3,שכיר משרה מלאה,1,כן,עבודה במשרה מלאה,15 ויותר,נשוי/נשואה / בזוגיות,3,"שחיקה, דעיכה בביקוש למקצוע, מימוש פוטנציאל",50-59,בתוך הארגון,תחום אחר לגמרי,חפיפה,במידה רבה מאוד,מרוצה מאוד,באותה מידה,נשארה כפי שהייתה,לא השתנתה,,,,
,נקבה,35-43,תואר ראשון,אזור הדרום,יהודי,מסורתי,נשוי/אה / בזוגיות,3,שכיר משרה חלקית,1,לא,,,,,,,,,,,,,,,כן,אין,,
,זכר,35-43,תואר ראשון,ירושלים והסביבה,יהודי,מסורתי,נשוי/אה / בזוגיות,1,שכיר משרה מלאה,1,כן,עבודה במשרה חלקית,5-10,רווק/ה,0,"מניעים כלכליים, מימוש פוטנציאל",24-34,מחוץ לארגון,תחום אחר אך באותו ענף,לא נדרשתי,במידה רבה מאוד,מרוצה,במידה רבה מאוד,עלתה,במידה רבה (בין 20%-30%),,,,
,נקבה,35-43,תואר ראשון,אזור שפלה,יהודי,מסורתי,נשוי/אה / בזוגיות,4,שכיר משרה מלאה,1,כן,עבודה במשרה מלאה,10-15,נשוי/נשואה / בזוגיות,3,"שחיקה, מימוש פוטנציאל",35-43,בתוך הארגון,תחום אחר לגמרי,קורס / הכשרה מקצועית,במידה רבה מאוד,מרוצה,באותה מידה,נשארה כפי שהייתה,במידה סבירה (בין 10%-20%),,,,
,נקבה,50-59,תואר ראשון,אזור שפלה,יהודי,חילוני,נשוי/אה / בזוגיות,3,שכיר משרה מלאה,1,כן,עבודה במשרה מלאה,10-15,נשוי/נשואה / בזוגיות,3,אתגר,50-59,בתוך הארגון,אותו תחום תפקיד אחר,לא נדרשתי,במידה רבה מאוד,מרוצה,באותה מידה,עלתה,במידה רבה (בין 20%-30%),,,,
,זכר,24-34,סטודנט/ית,אזור הדרום,יהודי,דתי,רווק/ה,0,שכיר משרה חלקית,3,כן,עבודה במשרה חלקית,1-5,רווק/ה,0,מימוש פוטנציאל,24-34,מחוץ לארגון,תחום אחר לגמרי,קורס / הכשרה מקצועית,במידה רבה מאוד,מרוצה מאוד,במידה רבה מאוד,ירדה,במידה רבה (בין 20%-30%),,,,
,נקבה,50-59,לימודי תעודה,אזור הדרום,יהודי,מסורתי,נשוי/אה / בזוגיות,3,"אבטלה זמנית / חל""ת (בין עבודות )",1,לא,,,,,,,,,,,,,,,כן,אין,,
,זכר,67 ומעלה,השכלה תיכונית ומטה,אזור שפלה,יהודי,חילוני,נשוי/אה / בזוגיות,3,שכיר משרה מלאה,1,לא,,,,,,,,,,,,,,,לא,אין,,
,נקבה,24-34,תואר ראשון,חיפה צפון,יהודי,דתי,רווק/ה,0,שכיר משרה חלקית,3,לא,,,,,,,,,,,,,,,לא,אין,,
,נקבה,50-59,תואר שני ומעלה,אזור הדרום,יהודי,דתי מאוד,נשוי/אה / בזוגיות,4,שכיר משרה מלאה,1,לא,,,,,,,,,,,,,,,לא,אין,,
,זכר,35-43,תואר ראשון,אזור שפלה,יהודי,חילוני,נשוי/אה / בזוגיות,3,שכיר משרה מלאה,4,כן,עבודה במשרה מלאה,1-5,נשוי/נשואה / בזוגיות,2,"שחיקה, מימוש פוטנציאל",35-43,מחוץ לארגון,תחום אחר אך באותו ענף,לא נדרשתי,במידה רבה מאוד,מרוצה מאוד,במידה רבה מאוד,נשארה כפי שהייתה,במידה סבירה (בין 10%-20%),,,,
,זכר,44-49,תואר שני ומעלה,תל אביב וגוש דן,יהודי,חילוני,רווק/ה,0,"אבטלה זמנית / חל""ת (בין עבודות )",2,כן,עבודה במשרה מלאה,5-10,רווק/ה,0,"מניעים כלכליים, מימוש פוטנציאל",35-43,מחוץ לארגון,תחום אחר לגמרי,קורס / הכשרה מקצועית,לא הייתה תמיכה,מרוצה מאוד,במידה רבה מאוד,עלתה,במידה רבה מאוד (מעל 40%),,,,
,נקבה,67 ומעלה,השכלה תיכונית ומטה,אזור הדרום,יהודי,מסורתי,גרוש/ה / פרוד/ה,1,שכיר משרה מלאה,1,לא,,,,,,,,,,,,,,,לא,זמן,,
,נקבה,24-34,סטודנט/ית,אזור הדרום,יהודי,מסורתי,נשוי/אה / בזוגיות,2,שכיר משרה מלאה,4,כן,עבודה במשרה מלאה,1-5,נשוי/נשואה / בזוגיות,2,אתגר,24-34,בתוך הארגון,תחום אחר לגמרי,חפיפה,במידה רבה מאוד,מרוצה,באותה מידה,נשארה כפי שהייתה,לא השתנתה,,,,
,נקבה,24-34,תואר ראשון,אזור שפלה,יהודי,דתי,נשוי/אה / בזוגיות,4,שכיר משרה חלקית,3,כן,עבודה במשרה חלקית,1-5,נשוי/נשואה / בזוגיות,2,מימוש פוטנציאל,24-34,מחוץ לארגון,תחום אחר אך באותו ענף,לא נדרשתי,במידה רבה,מרוצה,במידה רבה,נשארה כפי שהייתה,במידה סבירה (בין 10%-20%),,,,
,נקבה,60-67,לימודי תעודה,אזור שפלה,יהודי,חילוני,נשוי/אה / בזוגיות,3,שכיר משרה מלאה,1,לא,,,,,,,,,,,,,,,לא,אין,,
,נקבה,44-49,לימודי תעודה,אזור שפלה,יהודי,מסורתי,רווק/ה,0,שכיר משרה מלאה,2,לא,,,,,,,,,,,,,,,לא בטוח /מתלבט,אין,,
,נקבה,50-59,תואר ראשון,אזור הדרום,יהודי,מסורתי,נשוי/אה / בזוגיות,2,שכיר משרה מלאה,3,כן,עבודה במשרה חלקית,5-10,נשוי/נשואה / בזוגיות,2,מניעים כלכליים,44-49,מחוץ לארגון,תחום אחר לגמרי,קורס / הכשרה מקצועית,במידה רבה מאוד,מרוצה,באותה מידה,עלתה,במידה סבירה (בין 10%-20%),,,,
,נקבה,35-43,השכלה תיכונית ומטה,אזור שפלה,יהודי,חילוני,גרוש/ה / פרוד/ה,0,שכיר משרה חלקית,3,לא,,,,,,,,,,,,,,,כן,"מניעים כלכליים, זמן",,
,נקבה,67 ומעלה,לימודי תעודה,אזור הדרום,יהודי,מסורתי,נשוי/אה / בזוגיות,4,שכיר משרה חלקית,2,כן,עבודה במשרה חלקית,15 ויותר,נשוי/נשואה / בזוגיות,4,פרישה מוקדמת,60-67,מחוץ לארגון,אותו תחום תפקיד ניהולי,לא נדרשתי,במידה רבה,מרוצה,במידה פחותה,נשארה כפי שהייתה,במידה רבה (בין 20%-30%),,,,
,נקבה,24-34,השכלה תיכונית ומטה,אזור שפלה,יהודי,חילוני,נשוי/אה / בזוגיות,2,עצמאי,2,כן,עבודה במשרה חלקית,1-5,נשוי/נשואה / בזוגיות,1,מימוש פוטנציאל,24-34,מחוץ לארגון,תחום אחר לגמרי,לא נדרשתי,במידה רבה מאוד,מרוצה מאוד,במידה רבה מאוד,עלתה,במידה רבה מאוד (מעל 40%),,,,
,זכר,44-49,לימודי תעודה,אזור הדרום,יהודי,חילוני,נשוי/אה / בזוגיות,2,שכיר משרה מלאה,1,כן,עבודה במשרה מלאה,10-15,רווק/ה,1,"אתגר, מימוש פוטנציאל",35-43,בתוך הארגון,אותו תחום תפקיד ניהולי,חפיפה,במידה מועטה,לא מרוצה,במידה רבה מאוד,ירדה,ירדה,,,,
,נקבה,60-67,השכלה תיכונית ומטה,אזור הדרום,יהודי,חילוני,נשוי/אה / בזוגיות,1,שכיר משרה חלקית,1,לא,,,,,,,,,,,,,,,לא,אין,,
,זכר,35-43,תואר שני ומעלה,אזור שפלה,יהודי,חילוני,נשוי/אה / בזוגיות,3,שכיר משרה מלאה,3,כן,עבודה במשרה מלאה,5-10,נשוי/נשואה / בזוגיות,0,"מניעים כלכליים, פרישה מוקדמת",24-34,בתוך הארגון,תחום אחר לגמרי,לא נדרשתי,במידה רבה מאוד,מרוצה מאוד,במידה רבה מאוד,עלתה,במידה סבירה (בין 10%-20%),,,,
,נקבה,24-34,תואר ראשון,ירושלים והסביבה,יהודי,דתי מאוד,נשוי/אה / בזוגיות,1,שכיר משרה מלאה,3,לא,,,,,,,,,,,,,,,כן,פחד משינוי,,
,זכר,24-34,השכלה תיכונית ומטה,ירושלים והסביבה,יהודי,דתי,רווק/ה,0,שכיר משרה מלאה,3,לא,,,,,,,,,,,,,,,כן,"העדר השכלה מתאימה, פחד משינוי",,
,נקבה,44-49,השכלה תיכונית ומטה,אזור הדרום,יהודי,מסורתי,נשוי/אה / בזוגיות,3,שכיר משרה מלאה,1,לא,,,,,,,,,,,,,,,לא,אין,,
,נקבה,24-34,השכלה תיכונית ומטה,ירושלים והסביבה,יהודי,דתי,נשוי/אה / בזוגיות,1,שכיר משרה חלקית,4,כן,עבודה במשרה חלקית,1-5,נשוי/נשואה / בזוגיות,0,"מניעים כלכליים, שחיקה",24-34,מחוץ לארגון,אותו תחום תפקיד אחר,לא נדרשתי,במידה רבה מאוד,מרוצה מאוד,במידה רבה מאוד,נשארה כפי שהייתה,במידה סבירה (בין 10%-20%),,,,
,נקבה,44-49,תואר ראשון,אזור הדרום,יהודי,מסורתי,נשוי/אה / בזוגיות,4,שכיר משרה מלאה,1,לא,,,,,,,,,,,,,,,כן,"מניעים כלכליים, פחד משינוי",,
,זכר,35-43,תואר ראשון,אזור שפלה,יהודי,מסורתי,נשוי/אה / בזוגיות,4,שכיר משרה מלאה,1,לא,,,,,,,,,,,,,,,לא,"משפחה, זמן",,
,נקבה,44-49,לימודי תעודה,ירושלים והסביבה,יהודי,דתי מאוד,נשוי/אה / בזוגיות,4,שכיר משרה מלאה,2,לא,,,,,,,,,,,,,,,לא,פחד משינוי,,
,נקבה,44-49,השכלה תיכונית ומטה,אזור הדרום,יהודי,דתי,נשוי/אה / בזוגיות,4,שכיר משרה חלקית,1,כן,עבודה במשרה חלקית,5-10,נשוי/נשואה / בזוגיות,4,מצב בריאותי,44-49,בתוך הארגון,תחום אחר אך באותו ענף,לא נדרשתי,במידה רבה מאוד,לא מרוצה,במידה רבה,עלתה,ירדה,,,,
,נקבה,24-34,סטודנט/ית,אזור הדרום,יהודי,חילוני,נשוי/אה / בזוגיות,0,"אבטלה זמנית / חל""ת (בין עבודות )",3,כן,עבודה במשרה חלקית,1-5,נשוי/נשואה / בזוגיות,0,מימוש פוטנציאל,24-34,מחוץ לארגון,תחום אחר לגמרי,תואר,במידה רבה מאוד,מרוצה מאוד,במידה רבה,עלתה,במידה רבה (בין 20%-30%),,,,
,נקבה,24-34,תואר ראשון,ירושלים והסביבה,יהודי,דתי,רווק/ה,0,שכיר משרה חלקית,4,לא,,,,,,,,,,,,,,,לא בטוח /מתלבט,"העדר השכלה מתאימה, פחד משינוי",,
,נקבה,24-34,סטודנט/ית,אזור הדרום,יהודי,דתי,רווק/ה,0,שכיר משרה מלאה,3,כן,עבודה במשרה מלאה,1-5,רווק/ה,0,מניעים כלכליים,24-34,מחוץ לארגון,תחום אחר לגמרי,לא נדרשתי,במידה רבה,מרוצה מאוד,במידה רבה מאוד,עלתה,במידה סבירה (בין 10%-20%),,,,
,זכר,35-43,תואר שני ומעלה,אזור הדרום,יהודי,חילוני,נשוי/אה / בזוגיות,3,שכיר משרה מלאה,2,לא,,,,,,,,,,,,,,,כן,"מניעים כלכליים, משפחה, זמן",,
,נקבה,35-43,תואר ראשון,אזור שפלה,יהודי,מסורתי,נשוי/אה / בזוגיות,4,"אבטלה זמנית / חל""ת (בין עבודות )",2,כן,עבודה במשרה מלאה,10-15,נשוי/נשואה / בזוגיות,4,אתגר,35-43,מחוץ לארגון,אותו תחום תפקיד אחר,חפיפה,במידה רבה,מרוצה,באותה מידה,עלתה,לא השתנתה,,,,
,נקבה,35-43,תואר ראשון,אזור הדרום,יהודי,מסורתי,נשוי/אה / בזוגיות,3,עצמאי,2,לא,,,,,,,,,,,,,,,כן,"מניעים כלכליים, משפחה",,
,נקבה,44-49,השכלה תיכונית ומטה,אזור הדרום,יהודי,מסורתי,נשוי/אה / בזוגיות,4,שכיר משרה מלאה,3,כן,טיפול בבית או במשפחה,15 ויותר,נשוי/נשואה / בזוגיות,4,שחיקה,35-43,מחוץ לארגון,תחום אחר לגמרי,לא נדרשתי,במידה רבה מאוד,מרוצה מאוד,במידה רבה מאוד,נשארה כפי שהייתה,לא השתנתה,,,,
,נקבה,35-43,השכלה תיכונית ומטה,אזור הדרום,יהודי,מסורתי,נשוי/אה / בזוגיות,2,שכיר משרה מלאה,1,לא,,,,,,,,,,,,,,,לא בטוח /מתלבט,"העדר השכלה מתאימה, זמן, פחד משינוי",,
,נקבה,35-43,השכלה תיכונית ומטה,אזור שפלה,יהודי,חילוני,נשוי/אה / בזוגיות,3,עצמאי,1,כן,עבודה במשרה מלאה,10-15,נשוי/נשואה / בזוגיות,3,מימוש פוטנציאל,24-34,מחוץ לארגון,תחום אחר לגמרי,לא נדרשתי,במידה רבה מאוד,מרוצה מאוד,במידה פחותה,נשארה כפי שהייתה,במידה סבירה (בין 10%-20%),,,,
,נקבה,24-34,תואר ראשון,אזור הדרום,יהודי,חילוני,נשוי/אה / בזוגיות,0,שכיר משרה מלאה,2,כן,עבודה במשרה מלאה,5-10,רווק/ה,0,"מניעים כלכליים, שחיקה, מימוש פוטנציאל",24-34,מחוץ לארגון,אותו תחום תפקיד אחר,תואר,במידה רבה מאוד,מרוצה,במידה רבה,עלתה,במידה רבה מאוד (מעל 40%),,,,
,זכר,24-34,השכלה תיכונית ומטה,ירושלים והסביבה,יהודי,דתי מאוד,נשוי/אה / בזוגיות,1,שכיר משרה חלקית,4,כן,עבודה במשרה מלאה,1-5,נשוי/נשואה / בזוגיות,1,שחיקה,24-34,מחוץ לארגון,תחום אחר לגמרי,לא נדרשתי,במידה מועטה,מרוצה,באותה מידה,נשארה כפי שהייתה,לא השתנתה,,,,
,נקבה,44-49,השכלה תיכונית ומטה,אזור הדרום,יהודי,מסורתי,נשוי/אה / בזוגיות,3,שכיר משרה מלאה,2,כן,עבודה במשרה מלאה,10-15,נשוי/נשואה / בזוגיות,3,שחיקה,35-43,מחוץ לארגון,תחום אחר לגמרי,לא נדרשתי,במידה רבה מאוד,מרוצה מאוד,באותה מידה,נשארה כפי שהייתה,במידה סבירה (בין 10%-20%),,,,
